description,Array,Dynamic Programming,String,Math,Tree,Depth-first Search,Greedy,Hash Table,Binary Search,Breadth-first Search,Sort,Two Pointers,Backtracking,Stack,Design,Graph,Bit Manipulation,Heap,Linked List,Recursion,Union Find,Sliding Window,Trie,Divide and Conquer,Segment Tree,Ordered Map,Queue,Minimax,Geometry,Binary Indexed Tree,Brainteaser,Topological Sort,Line Sweep,Random,Dequeue,Binary Search Tree,Suffix Array,Rolling Hash,Reservoir Sampling,Rejection Sampling,Memoization,OOP,Meet in the Middle
"There is a ball in a ""maze"", with empty spaces (denoted ""0"") and walls (denoted ""1""). The ball can roll through empty space by rolling up, down, left, or right, but it won't stop rolling until it hits a wall. When the ball stops, it can choose the next direction.

Given `m x n` `maze`, `start` position of the ball, and `destination`, where `start = [startrow, startcol]` and destination = [destinationrow, destinationcol]`, return the shortest distance the ball has to stop at the destination . Returns ""-1"" if the ball cannot stop at ""destination"".

Distance is the number of spaces the ball travels from its starting position (exclusive) to its destination (inclusive).

You can assume that the boundaries of the maze are all walls (see example).


Example 1:
Input: Maze = [[0,0,1,0,0],[0,0,0,0,0],[0,0,0,1,0],[1,1,0,1, 1],[0,0,0,0,0]], start = [0,4], destination = [4,4]
Output: 12
Explanation: One possible way is: left -> down -> left -> down -> right -> down -> right.

The length of the path is 1 + 1 + 3 + 1 + 2 + 2 + 2 = 12.


Example 2:
Input: Maze = [[0,0,1,0,0],[0,0,0,0,0],[0,0,0,1,0],[1,1,0,1, 1],[0,0,0,0,0]], start = [0,4], destination = [3,2]
Output: -1
Explanation: The ball has no way to stop at the destination. Note that you can pass through the destination, but not stop there.


Example 3:
Input: Maze = [[0,0,0,0,0],[1,1,0,0,1],[0,0,0,0,0],[0,1,0,0, 1],[0,1,0,0,0]], start = [4,3], destination = [0,1]
Output: -1

constraint:
`m == maze.length`
`n == maze[i].length`
`1 <= meters, n <= 100`
`maze[i][j]` is either `0` or `1`.

`start.length == 2`
`destination.length == 2`
`0 <= startrow, destinationrow <= m`
`0 <= startcol, destinationcol <= n`
Both the ball and the destination exist in empty space, they won't be in the same position initially.

The maze contains at least 2 empty spaces.",0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A perfect number is a positive integer equal to the sum of its positive divisors, excluding the number itself. A divisor of an integer x is an integer that divides x exactly.

Given an integer `n`, return `true` if `n` is a perfect number, otherwise return `false`.


Example 1:
Input: num = 28
output: true
Explanation: 28 = 1 + 2 + 4 + 7 + 14
1, 2, 4, 7, and 14 are all factors of 28.


Example 2:
Input: num = 6
output: true

Example 3:
Input: num = 496
output: true

Example 4:
Input: num = 8128
output: true

Example 5:
Input: num = 2
output: error

constraint:
`1 <= num <= 108`",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Given the root of a tree, you are asked to find the most frequent sum of subtrees. A node's subtree sum is defined as the sum of all node values ​​formed by subtrees rooted at that node, including the node itself. So what is the most frequent subtree and value? If there is a tie, all values ​​with the highest frequency are returned in any order.


Example 1
enter:
  5
 / \
twenty three
return [2, -3, 4], since all values ​​appear only once, return all values ​​in any order.


Example 2
enter:
  5
 / \
2-5
Returns [2] because 2 occurs twice, but -5 occurs only once.

notes:
You can assume that the sum of the values ​​in any subtree is in the range of a 32-bit signed integer.",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"The Fibonacci sequence, often denoted ""F(n)"", forms a sequence of numbers known as the Fibonacci sequence, where each number is the sum of the two preceding numbers, starting at ""0"" and ""1"" . That is,
F(0) = 0, F(1) = 1
F(n) = F(n - 1) + F(n - 2) for n > 1.

Given ""n"", compute ""F(n)"".


Example 1:
Input: n = 2
Output: 1
Explanation: F(2) = F(1) + F(0) = 1 + 0 = 1.


Example 2:
Input: n = 3
Output: 2
Explanation: F(3) = F(2) + F(1) = 1 + 1 = 2.


Example 3:
Input: n = 4
Output: 3
Explanation: F(4) = F(3) + F(2) = 2 + 1 = 3.


constraint:
`0 <= n <= 30`",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Given a ""node"" in a binary search tree, return the ordered successor of that node in the BST. Returns ""null"" if the node has no sequential successors.

The successor of `node` is the node with the smallest key greater than `node.val`.

You will have direct access to the node, but not the root of the tree. Each node will refer to its parent node. Here is the definition of `Node`:
class node {
    public integer value;
    public node leaves;
    public node rights;
    public node parent node;
}

Example 1:
Input: tree = [2,1,3], node = 1
Output: 2
Explanation: The inorder successor node of 1 is 2. Note that both the node and the return value are of Node type.


Example 2:
Input: tree = [5,3,6,2,4,null,null,1], node = 6
output: empty
Explanation: The current node has no ordered successor nodes, so the answer is empty.


Example 3:
Input: tree = [15,6,18,3,7,17​​,20,2,4,null,13,null,null,null,null,null,null,null,null,9], node = 15
Output: 17

Example 4:
Input: tree = [15,6,18,3,7,17​​,20,2,4,null,13,null,null,null,null,null,null,null,null,9], node = 13
Output: 15

Example 5:
Input: tree = [0], node = 0
output: empty

constraint:
The number of nodes in the tree is in the range '[1, 104]'.

`-105 <= Node.val <= 105`
All nodes will have unique values.

Follow up: Can you solve this without looking up the values ​​of any nodes?",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Given the ""root"" of a binary tree, return the leftmost value in the last row of the tree.


Example 1:
Input: root = [2,1,3]
Output: 1

Example 2:
Input: root = [1,2,3,4,null,5,6,null,null,7]
Output: 7

constraint:
The number of nodes in the tree is in the range '[1, 104]'.

`-231 <= Node.val <= 231 - 1`",0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"In the video game Fallout 4, the quest ""Road to Freedom"" requires players to reach a metal turntable called the ""Road to Freedom Ring"" and use the wheel to spell specific keywords to open the gate.

Given a string ring, which represents the code engraved on the outer ring, and another string key, which represents the keyword to be spelled. You need to find the minimum number of steps to spell out all the characters in the keyword.

Initially, the first character of the ring is aligned in the 12:00 direction. You need to align each character of the string key in the 12:00 direction by rotating the ring clockwise or counterclockwise, then press the center button to spell out all the characters in the string key one by one.

At the stage of spelling out the key character key[i] in the rotating ring:
You can rotate the ring one position clockwise or counterclockwise, which counts as 1 step. The ultimate purpose of the rotation is to align a character of the ring of strings in the 12:00 direction, where this character must be equal to the character key[i].

If the character key[i] has been aligned to the 12:00 direction, you need to press the middle button to spell, which is also counted as 1 step. Once pressed, you can start spelling the next character (next stage) for that key, otherwise, you've done all spelling.


example:
Input: ring = ""godding"", key = ""gd""
Output: 4
explain:
For the first key character 'g', since it is already in place, we only need to spell this character in one step.
For the second key character ""d"", we need to rotate the ring ""godding"" two steps counterclockwise to make it ""ddinggo"".

Also, we need 1 spelling step.

So the final output is 4.

notes:
Both rings and keys have lengths in the range 1 to 100.

There are only lowercase letters in the two strings, and there may be some repeated characters in the two strings.

The keys are always spelled out by rotating the loops.",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Given the ""root"" of a binary tree, return an array (indexed from 0) of the maximum values ​​in each row of the tree.


Example 1:
Input: root = [1,3,2,5,3,null,9]
Output: [1,3,9]

Example 2:
Input: root = [1,2,3]
Output: [1,3]

Example 3:
input: root = [1]
output: [1]

Example 4:
Input: root = [1,null,2]
output: [1,2]

Example 5:
input: root = []
output: []

constraint:
The number of nodes in the tree will be in the range ""[0, 104]"".

`-231 <= Node.val <= 231 - 1`",0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Given a string s, find the length of the longest palindromic subsequence in s.

A subsequence is a sequence that can be derived from another sequence by removing some or none of its elements without changing the order of the remaining elements.


Example 1:
Input: s = ""bbbab""
Output: 4
Explanation: One possible longest palindromic subsequence is ""bbbb"".


Example 2:
Input: s = ""cbbd""
Output: 2
Explanation: One possible longest palindromic subsequence is ""bb"".


constraint:
`1 <= s.length <= 1000`
`s` consists of lowercase English letters only.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"You have n super washing machines in a line. Initially, each washing machine has some clothes or is empty.
At each step, you can choose any m (1≤m≤n) washing machines, and at the same time pass a piece of clothing from each washing machine to its adjacent washing machine.
Given an array of integers representing the number of skirts in each washing machine on this line from left to right, you should find the minimum number of moves that make all washing machines have the same number of skirts. If this cannot be done, -1 is returned.


example one
Input: [1,0,5]
Output: 3
explain:
Step 1: 1 0 <-- 5 => 1 1 4
Step 2: 1 <-- 1 <-- 4 => 2 1 3
The third step: 2 1 <-- 3 => 2 2 2

Example 2
Input: [0,3,0]
Output: 2
explain:
First step: 0 <-- 3 0 => 1 2 0
Step 2: 1 2 --> 0 => 1 1 1

Example 3
Input: [0,2,0]
Output: -1
explain:
It is impossible to have the same number of clothes in all three washing machines.
notes:
The value range of n is [1, 10000].

The range of clothes numbers in a super washing machine is [0, 1e5].",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Given a 2D binary matrix with number of rows ""n_rows"" and number of columns ""n_cols"" where all values ​​are initially 0. Write a function ""flip"" that randomly picks a 0 value uniformly, changes it to a 1, and then returns the value's position ""[row.id, col.id]"". Also, write a function `reset` to set all values ​​back to 0. Minimize the number of calls to the system Math.random() and optimize time and space complexity.

notes:
`1 <= n_rows, n_cols <= 10000`
`0 <= row.id < n_rows` and `0 <= col.id < n_cols`
`flip` will not be called when the matrix has no remaining 0 values.

The total number of calls to `flip` and `reset` will not exceed 1000.


Example 1:
enter:
[""solution"", ""flip"", ""flip"", ""flip"", ""flip""]
[[2,3],[],[],[],[]]
Output: [null,[0,1],[1,2],[1,0],[1,1]]

Example 2:
enter:
[""solution"", ""flip"", ""flip"", ""reset"", ""flip""]
[[1,2],[],[],[],[]]
Output: [null,[0,0],[0,1],null,[0,0]]
Enter syntax instructions:
The input is two lists: the subroutine called and its arguments. The `Solution` constructor has two parameters, `n_rows` and `n_cols`. `flip` and `reset` have no arguments. Arguments are always contained in a list, even if there are none.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Given a word, you need to determine whether the usage of capital letters in it is correct.

We define the use of capital letters in a word to be correct when one of the following is true:
All letters in the word are capital letters, such as ""USA"".

All letters in this word are not capitalized, like ""leetcode"".

Only the first letter of the word is capitalized, such as ""Google"".

Otherwise, we define the word without capitalizing it in the correct way.


Example 1:
Input: ""United States""
output: true

Example 2:
Input: ""logo""
output: error
NOTE: The input will be a non-empty word consisting of uppercase and lowercase latin letters.",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Given two strings ""a"" and ""b"", find the length of the longest uncommon subsequence between them.

A subsequence of the string s is the string obtained by removing any number of characters from s. For example, `""abc""` is a subsequence of `""aebdc""`, because you can remove the underlined characters in `""aebdc""` to get `""abc"". Other subsequences of `""aebdc""` include `""aebdc""`, `""aeb""`, and `""""` (the empty string).

An uncommon subsequence between two strings is a subsequence of one string that is not the other.

Returns the length of the longest uncommon subsequence between `a` and `b`. Returns ""-1"" if the longest uncommon subsequence does not exist.


Example 1:
Input: a = ""aba"", b = ""cdc""
Output: 3
Explanation: One of the longest uncommon subsequences is ""aba"", because ""aba"" is a subsequence of ""aba"" and not ""cdc"".

Note that ""cdc"" is also the longest uncommon subsequence.


Example 2:
Input: a = ""aaa"", b = ""bbb""
Output: 3
Explanation: The longest uncommon subsequences are ""aaa"" and ""bbb"".


Example 3:
Input: a = ""aaa"", b = ""aaa""
Output: -1
Explanation: Every subsequence of string a is also a subsequence of string b. Likewise, every subsequence of string b is also a subsequence of string a.


constraint:
`1 <= a.length, b.length <= 100`
`a` and `b` consist of lowercase English letters.",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Given a list of strings, you need to find the longest uncommon subsequence in it. The longest uncommon subsequence is defined as the longest subsequence of one of these strings, and that subsequence should not be any subsequence of the other strings.

A subsequence is a sequence that can be derived from a sequence by removing some characters without changing the order of the remaining elements. Simply put, any string is a subsequence of itself, and an empty string is a subsequence of any string.

The input will be a list of strings and the output needs to be the length of the longest uncommon subsequence. Returns -1 if the longest uncommon subsequence does not exist.


Example 1:
Input: ""aba"", ""cdc"", ""eae""
Output: 3
notes:
The length of any given string will not exceed 10.

The length of the given list will be in the range [2, 50].",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Given an integer array `nums` and an integer `k`, return `true` if `nums` has a contiguous subarray of size at least 2 whose sum is a multiple of `k`, otherwise return `false` `.

An integer ""x"" is a multiple of ""k"" if there exists an integer ""n"" such that ""x = n * k"". `0` is always a multiple of `k`.


Example 1:
Input: nums = [23,2,4,6,7], k = 6
output: true
Explanation: [2, 4] is a contiguous subarray of size 2 whose elements sum to 6.


Example 2:
Input: nums = [23,2,6,4,7], k = 6
output: true
Explanation: [23, 2, 6, 4, 7] is a contiguous subarray of size 5 whose elements sum to 42.

42 is a multiple of 6 because 42 = 7 * 6 and 7 is an integer.


Example 3:
Input: nums = [23,2,6,4,7], k = 13
output: error

constraint:
`1 <= nums.length <= 105`
`0 <= nums[i] <= 109`
`0 <= sum(nums[i]) <= 231 - 1`
`1 <= k <= 231 - 1`",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Given a string s and an array of strings dictionary, return the longest string in the dictionary that can be formed by removing some of the characters of the given string. If there are multiple possible results, return the longest word that is lexicographically smallest. Returns an empty string if there are no possible results.


Example 1:
Input: s = ""abpcplea"", dictionary = [""ale"",""apple"",""monkey"",""plea""]
Output: ""Apple""

Example 2:
Input: s = ""abpcplea"", dictionary = [""a"",""b"",""c""]
output: ""one""

constraint:
`1 <= s.length <= 1000`
`1 <= dictionary.length <= 1000`
`1 <= dictionary[i].length <= 1000`
`s` and `dictionary[i]` consist of lowercase English letters.",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Given a binary array, find the maximum length of a contiguous subarray with an equal number of 0s and 1s.

Example 1:
Input: [0,1]
Output: 2
Explanation: [0, 1] is the longest contiguous subarray with an equal number of 0s and 1s.


Example 2:
Input: [0,1,0]
Output: 2
Explanation: [0, 1] (or [1, 0]) is the longest contiguous subarray in which there are equal numbers of 0s and 1s.

notes:
The length of the given binary array will not exceed 50,000.",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Suppose you have `n` integers, labeled `1` to `n`. A permutation of these `n` integers `perm` (starting at 1) is considered a pretty permutation if for each `i` (`1 <= i <= n`) any of the following is true:
`perm[i]` is divisible by `i`.

`i` is divisible by `perm[i]`.

Given an integer ""n"", return the number of nice permutations you can build.


Example 1:
Input: n = 2
Output: 2
explain:
The first nice permutation is [1,2]:
    - perm[1] = 1 is divisible by i = 1
    - perm[2] = 2 is divisible by i = 2
The second nice permutation is [2,1]:
    - perm[1] = 2 is divisible by i = 1
    - i = 2 is divisible by perm[2] = 1

Example 2:
Input: n = 1
Output: 1

constraint:
`1 <= n <= 15`",0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Given an array of n distinct non-empty strings, you need to generate the fewest possible abbreviations for each word according to the following rules.

Start with the first character, then the number of characters of the abbreviation, then the last character.

If there are any conflicts, i.e. multiple words sharing the same abbreviation, a longer prefix is ​​used instead of just the first character until the mapping from word to abbreviation is made unique. In other words, the final abbreviation cannot map to more than one original word.

 If the abbreviation doesn't make the word shorter, leave it as it is.


example:
Input: [""like"", ""god"", ""internal"", ""me"", ""internet"", ""interval"", ""intent"", ""face"", ""intrusion""]
Output: [""l2e"",""god"",""internal"",""me"",""i6t"",""interval"",""inte4n"",""f2e"",""intr4n""]
notes:
 Neither n nor the length of each word will exceed 400.

 Each word has a length greater than 1.

 Words consist of lowercase English letters only.

 Answers should be returned in the same order as the original array.",0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Given an array w of positive integers, where w[i] describes the weight of the ith index (starting from 0).

We need to call the function `pickIndex()`, which randomly returns an integer in the range `[0, w.length - 1]`. `pickIndex()` should return an integer proportional to its weight in the `w` array. For example, for `w = [1, 3]`, the probability of choosing index `0` is `1 / (1 + 3) = 0.25` (ie 25%), while the probability of choosing index `1` is `3 / (1 + 3) = 0.75` (or 75%).

More formally, the probability of selecting index ""i"" is ""w[i] / sum(w)"".


Example 1:
enter
[""solution"", ""pickIndex""]
[[[1]],[]]
output
[empty, 0]
explain
Solution solution = new Solution([1]);
Solution.pickIndex(); // returns 0. Since there is only one element in the array, the only option is to return the first element.


Example 2:
enter
[""solution"", ""pickIndex"", ""pickIndex"", ""pickIndex"", ""pickIndex"", ""pickIndex""]
[[[1,3]],[],[],[],[],[]]
output
[null,1,1,1,1,0]
explain
Solution solution = new Solution([1, 3]);
Solution.pickIndex(); // returns 1. It returns the second element (index = 1) with probability 3/4.

Solution.pickIndex(); // returns 1
Solution.pickIndex(); // returns 1
Solution.pickIndex(); // returns 1
Solution.pickIndex(); // returns 0. It returns the first element (index = 0) with probability 1/4.

Since this is a randomized question, allowing for multiple answers, the following output can be considered correct:
[null,1,1,1,1,0]
[null,1,1,1,1,1]
[null,1,1,1,0,0]
[null,1,1,1,0,1]
[null,1,0,1,0,0]
...

etc.


constraint:
`1 <= w.length <= 10000`
`1 <= w[i] <= 10^5`
`pickIndex` is called up to 10000 times.",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Let's play minesweeper game (Wikipedia, online games)!
You'll be given a 2D matrix of characters representing the game board. 'M' represents an unrevealed mine, 'E' represents an unrevealed empty square, 'B' represents a revealed empty square with no neighbors (up, down, left, right, all 4 diagonals) For mines, the number ('1' to '8') represents how many mines are adjacent to the revealed square, and the last 'X' represents a revealed mine.

Now given the next click position (row and column index) among all uncovered squares (""M"" or ""E""), return the board after revealing that position according to the following rules:
If a mine ('M') is found, it's game over - change it to 'X'.

If an empty square ('E') with no adjacent mines is shown, it is changed to show blank ('B') and all its adjacent non-shown squares should recursively be shown.

If it shows an empty square ('E') with at least one adjacent mine, change it to a number representing the number of adjacent mines ('1' to '8').

When no more squares are displayed, return the board.


Example 1:
enter:
[['E', 'E', 'E', 'E', 'E'],
 ['E', 'E', 'M', 'E', 'E'],
 ['E', 'E', 'E', 'E', 'E'],
 ['E', 'E', 'E', 'E', 'E']]
Click: [3,0]
output:
[['B', '1', 'E', '1', 'B'],
 ['B', '1', 'M', '1', 'B'],
 ['B', '1', '1', '1', 'B'],
 ['B', 'B', 'B', 'B', 'B']]
explain:

Example 2:
enter:
[['B', '1', 'E', '1', 'B'],
 ['B', '1', 'M', '1', 'B'],
 ['B', '1', '1', '1', 'B'],
 ['B', 'B', 'B', 'B', 'B']]
Click: [1,2]
output:
[['B', '1', 'E', '1', 'B'],
 ['B', '1', 'X', '1', 'B'],
 ['B', '1', '1', '1', 'B'],
 ['B', 'B', 'B', 'B', 'B']]
explain:
notes:
The height and width range of the input matrix is ​​[1,50].

The click position will only be an undisplayed block ('M' or 'E'), which also means that the input pad contains at least one clickable block.

The input board will not be the end of the game stage (some mines have been revealed).

For simplicity, rules not mentioned should be ignored in this question. For example, you don't need to reveal all unrevealed mines at the end of the game, consider any situation where you will win the game or mark any squares.",0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Given a binary search tree with non-negative values, find the smallest absolute difference between the values ​​of any two nodes.


example:
enter:
   1
    \
     3
    /
   2
output:
1
explain:
The smallest absolute difference is 1, which is the difference between 2 and 1 (or 2 and 3).

notes:
There are at least two nodes in this BST.

This question is the same as 783: https://leetcode.com/problems/minimum-distance-between-bst-nodes/",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Given an ""m x n"" ""picture"" consisting of black ""B"" and white ""W"" pixels, return the number of black lonely pixels.

A black lonely pixel is the character ""B"" at a specific location on the same row and column without any other black pixels.


Example 1:
Input: Image = [[""W"",""W"",""B""],[""W"",""B"",""W""],[""B"",""W"",""W""]]
Output: 3
Explanation: The three 'B's are all black lonely pixels.


Example 2:
Input: Image = [[""B"",""B"",""B""],[""B"",""B"",""B""],[""B"",""B"",""B""]]
output: 0

constraint:
`m == picture. length`
`n == picture[i].length`
`1 <= meters, n <= 500`
`picture[i][j]` is either `'W'` or `'B'`.",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Given an integer array ""nums"" and an integer ""k"", return the number of unique k-diff pairs in the array.

A k-diff pair is an integer pair `(nums[i], nums[j])` where the following conditions are met:
`0 <= i, j < nums.length`
`I! = j`
`|nums[i] - nums[j]| == k`
Note that `|val|` means the absolute value of `val`.


Example 1:
Input: nums = [3,1,4,1,5], k = 2
Output: 2
Explanation: There are two 2-diff pairs in the array, (1, 3) and (3, 5).

Although we have two 1's in the input, we should only return the number of unique pairs.


Example 2:
Input: nums = [1,2,3,4,5], k = 1
Output: 4
Explanation: There are four 1-diff pairs in the array, (1, 2), (2, 3), (3, 4) and (4, 5).


Example 3:
Input: nums = [1,3,1,5,4], k = 0
Output: 1
Explanation: There is a pair of 0-diff, (1, 1) in the array.


Example 4:
Input: nums = [1,2,4,4,3,3,0,9,2,3], k = 3
Output: 2

Example 5:
Input: nums = [-1,-2,-3], k = 1
Output: 2

constraint:
`1 <= nums.length <= 104`
`-107 <= nums[i] <= 107`
`0 <= k <= 107`",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Given an image consisting of black and white pixels and a positive integer N, find the number of black pixels at a particular R row and C column that satisfy all of the following rules:
 Both R rows and C columns contain exactly N black pixels.

 For all rows that have black pixels in column C, they should be exactly the same as row R
A picture is represented by a two-dimensional character array consisting of 'B' and 'W', representing black and white pixels, respectively.

example:
enter:
[['W', 'B', 'W', 'B', 'B', 'W'],
 ['W', 'B', 'W', 'B', 'B', 'W'],
 ['W', 'B', 'W', 'B', 'B', 'W'],
 ['W', 'W', 'B', 'W', 'B', 'W']]
N = 3
Output: 6
Explanation: All bold ""B""s are the black pixels we need (all ""B"" are in columns 1 and 3).

        0 1 2 3 4 5 column index
0 [['W', 'B', 'W', 'B', 'B', 'W'],
1 ['W', 'B', 'W', 'B', 'B', 'W'],
2 ['W', 'B', 'W', 'B', 'B', 'W'],
3 ['W', 'W', 'B', 'W', 'B', 'W']]
row index
Take for example 'B' with R = 0 rows and C = 1 column:
Rule 1, row R = 0 and column C = 1 have exactly N = 3 black pixels.
Rule 2, the rows with black pixels in column C=1 are row 0, row 1 and row 2. They are exactly the same as the R = 0 line.

notes:
The width and height range of the input two-dimensional array is [1,200].",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Note: This is a companion question to the system design question: Designing TinyURL.

TinyURL is a URL shortening service where you enter a URL like `https://leetcode.com/problems/design-tinyurl` and it returns a short URL like `http://tinyurl.com/ 4e9iAk`.

Design `encode` and `decode` methods for TinyURL service. There are no restrictions on how the encoding/decoding algorithm works. You just need to make sure that a URL can be encoded as a micro URL, and that the micro URL can be decoded as the original URL.",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"You need to construct a binary tree from strings consisting of parentheses and integers.

The entire input represents a binary tree. It consists of an integer followed by zero, one or two pairs of parentheses. The integer represents the value of the root, and a pair of parentheses encloses a subbinary tree with the same structure.

You always start constructing the parent's left child first, if it exists.


Example 1:
Input: s = ""4(2(3)(1))(6(5))""
Output: [4,2,6,3,1,5]

Example 2:
Input: s = ""4(2(3)(1))(6(5)(7))""
Output: [4,2,6,3,1,5,7]

Example 3:
Input: s = ""-4(2(3)(1))(6(5)(7))""
Output: [-4,2,6,3,1,5,7]

constraint:
`0 <= s.length <= 3 * 104`
`s` consists only of digits, `'('`, `')'` and `'-'.",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Given two strings representing two complex numbers.

You need to return a string representing their multiplication. Note that i2 = -1 by definition.


Example 1:
Input: ""1+1i"", ""1+1i""
Output: ""0+2i""
Explanation: (1 + i) * (1 + i) = 1 + i2 + 2 * i = 2i, which needs to be converted into the form of 0+2i.


Example 2:
Input: ""1+-1i"", ""1+-1i""
Output: ""0+-2i""
Explanation: (1 - i) * (1 - i) = 1 + i2 - 2 * i = -2i, which needs to be converted to the form of 0+-2i.

notes:
The input string will not have extra white space.

The input string will be given in the form of a+bi, where the integers a and b both belong to the range [-100, 100]. And the output should also be in this form.",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
